OID_;LOCATION;LOC_LABEL;CATEGORY;PATTERN;PERC_HOT;PERC_COLD;TREND_Z;TREND_P;TREND_BIN;SUM_VALUE;MIN_VALUE;MAX_VALUE;MEAN_VALUE;STD_VALUE;MED_VALUE;Shape_Length;Shape_Area
18;17;410150;7;Oscillating Hot Spot;50,000000000000000;8,333333333333332;0,480007836926619;0,631221822134132;0,000000000000000;338,287641836064893;21,559513167780999;35,251910437833700;28,190636819672076;4,084661811269079;28,516288260173351;119001,080055712678586;453040183,702358067035675
19;18;410160;7;Oscillating Hot Spot;33,333333333333329;33,333333333333329;2,537184280897844;0,011174811326935;2,000000000000000;267,796317903611282;10,978670012547100;28,621557450583200;22,316359825300939;5,904176610913023;24,844197816094951;299645,596485318033956;1625962901,922687530517578
20;19;410165;6;Sporadic Hot Spot;75,000000000000000;0,000000000000000;1,028588221985612;0,303673229364477;0,000000000000000;349,208238130503503;12,638928150797200;43,719522448293297;29,100686510875292;8,333727835164099;28,545774783013002;107183,781481610960327;261252666,384834229946136
21;20;410170;6;Sporadic Hot Spot;41,666666666666671;0,000000000000000;1,165733318250361;0,243722304997819;0,000000000000000;313,994373509288948;20,322112686255402;32,463897906638302;26,166197792440745;4,295079010766258;24,355742857549899;167704,498744986718521;589179145,158705711364746
22;21;410180;-5;Diminishing Cold Spot;0,000000000000000;100,000000000000000;1,988603895838851;0,046744941055475;2,000000000000000;217,039775774319082;15,989470997735800;20,103512792758298;18,086647981193256;1,112354284772973;18,208284935401849;160934,258175400900654;575622164,699998378753662
23;22;410185;6;Sporadic Hot Spot;66,666666666666657;0,000000000000000;1,165733318250361;0,243722304997819;0,000000000000000;319,809065238418725;19,664842681258602;34,252590901106601;26,650755436534894;5,127842827780821;25,691885244171200;122300,270633166626794;281479396,906955242156982
24;23;410190;0;No Pattern Detected;0,000000000000000;75,000000000000000;-0,342862740661871;0,731701723839234;0,000000000000000;228,625737621243132;16,981620502200400;22,964171486149301;19,052144801770261;1,748432822007431;18,599768295054552;159880,635971463314490;521667186,845065653324127
25;24;410200;0;No Pattern Detected;0,000000000000000;50,000000000000000;0,891443125720864;0,372691500240596;0,000000000000000;239,712857835865464;13,341628118316200;26,515250877589200;19,976071486322123;3,834087041481861;20,496373670771852;227785,804015465837438;1180240468,765578031539917
26;25;410210;7;Oscillating Hot Spot;25,000000000000000;16,666666666666664;0,891443125720864;0,372691500240596;0,000000000000000;262,031348641763827;15,626392742564500;33,259182163813499;21,835945720146984;5,124109201588360;20,604069451101651;147949,408570407889783;513889043,665958225727081
27;26;410220;1;New Hot Spot;8,333333333333332;33,333333333333329;1,577168607044606;0,114756734314102;0,000000000000000;287,789409380436098;19,461563412260801;32,997770705510298;23,982450781703008;3,730919390453025;23,522177310734850;79712,053876919831964;162413463,280776858329773
28;27;410230;-6;Sporadic Cold Spot;0,000000000000000;83,333333333333343;2,400039184633096;0,016393316888342;2,000000000000000;227,661027432218390;11,992789757985300;24,215482389483700;18,971752286018198;3,634579024571684;18,907579160117848;162665,544947883405257;427414296,241161346435547
29;28;410240;7;Oscillating Hot Spot;16,666666666666664;50,000000000000000;1,577168607044606;0,114756734314102;0,000000000000000;223,860256023359511;11,918951132300400;27,721869060058900;18,655021335279958;5,085423330038888;19,219310496085551;168478,835141686286079;525484110,384044885635376
30;29;410250;6;Sporadic Hot Spot;66,666666666666657;0,000000000000000;0,891443125720864;0,372691500240596;0,000000000000000;325,369942728711919;20,803189810462801;33,510816546896500;27,114161894059325;4,446945480139743;27,372654921096498;280991,138064607977867;644737384,999135613441467
31;30;410260;7;Oscillating Hot Spot;25,000000000000000;16,666666666666664;2,400039184633096;0,016393316888342;2,000000000000000;168,105028710456963;2,394131526872710;30,517670065390298;14,008752392538080;8,592313464537344;13,430979896043699;89146,573462705215206;199902309,195660084486008
32;31;410270;7;Oscillating Hot Spot;25,000000000000000;50,000000000000000;1,988603895838851;0,046744941055475;2,000000000000000;244,497379326003625;9,886881330522710;34,576673245515302;20,374781610500303;7,695301210030186;17,859397257846201;80043,844772685013595;136637834,629568427801132
33;32;410275;7;Oscillating Hot Spot;25,000000000000000;16,666666666666664;1,577168607044606;0,114756734314102;0,000000000000000;279,789176217018394;7,389617587289860;34,835487454316301;23,315764684751532;8,784338597435497;23,949352112929951;94801,652703720057616;182514340,595085799694061
34;33;410280;7;Oscillating Hot Spot;50,000000000000000;25,000000000000000;0,480007836926619;0,631221822134132;0,000000000000000;303,398430379807735;16,323992382136900;32,777972345792797;25,283202531650645;4,872782979706952;25,632063431451900;117654,572285787653527;285799399,484330773353577
35;34;410290;0;No Pattern Detected;0,000000000000000;33,333333333333329;0,480007836926619;0,631221822134132;0,000000000000000;226,750307739858897;14,603602585875800;25,449609772650199;18,895858978321574;3,630562528489075;17,734143232427950;306073,277457418385893;1529361505,769804239273071
36;35;410300;2;Consecutive Hot Spot;33,333333333333329;0,000000000000000;1,440023510779857;0,149860747513055;0,000000000000000;306,157200789169849;11,887355937708600;35,460160189397300;25,513100065764153;6,214337624279569;26,717149201520950;111045,570141868636711;363357905,472489833831787
37;36;410302;7;Oscillating Hot Spot;33,333333333333329;16,666666666666664;1,440023510779857;0,149860747513055;0,000000000000000;289,534037361799562;8,226691042047531;34,064823456717598;24,127836446816630;7,826594701465203;25,610180086965350;94993,936962447201950;186309151,053589016199112
38;37;410304;0;No Pattern Detected;16,666666666666664;16,666666666666664;1,714313703309354;0,086471127773228;1,000000000000000;259,503427987521661;9,738046547862499;37,059039934928400;21,625285665626805;8,309083044272171;22,578582900309648;225993,492835923563689;751811677,112533926963806
