Municipio,MUNIC_RES,ANO_CMPT,pop_ac60,n_densito,tx_densito10k,data
CAMBE,410370,2011,12039,95,78.9102084890772,01/01/2011
CAMBIRA,410380,2011,1047,0,0,01/01/2011
CAMPINA DA LAGOA,410390,2011,2237,1,4.47027268663388,01/01/2011
CAMPINA DO SIMAO,410395,2011,394,2,50.761421319797,01/01/2011
CAMPINA GRANDE DO SUL,410400,2011,3138,0,0,01/01/2011
CAMPO BONITO,410405,2011,538,0,0,01/01/2011
CAMPO DO TENENTE,410410,2011,663,0,0,01/01/2011
CAMPO LARGO,410420,2011,11216,0,0,01/01/2011
CAMPO MAGRO,410425,2011,2143,0,0,01/01/2011
CAMPO MOURAO,410430,2011,10355,159,153.549010140029,01/01/2011
CANDIDO DE ABREU,410440,2011,2083,0,0,01/01/2011
CANDOI,410442,2011,1383,10,72.3065798987708,01/01/2011
CANTAGALO,410445,2011,1369,7,51.1322132943755,01/01/2011
CAPANEMA,410450,2011,2798,0,0,01/01/2011
CAPITAO LEONIDAS MARQUES,410460,2011,1990,0,0,01/01/2011
CARAMBEI,410465,2011,1489,0,0,01/01/2011
CARLOPOLIS,410470,2011,1936,2,10.3305785123967,01/01/2011
CASCAVEL,410480,2011,27673,0,0,01/01/2011
CASTRO,410490,2011,6718,0,0,01/01/2011
CATANDUVAS,410500,2011,1188,0,0,01/01/2011
CENTENARIO DO SUL,410510,2011,1631,1,6.13120784794605,01/01/2011
CERRO AZUL,410520,2011,1924,0,0,01/01/2011
CEU AZUL,410530,2011,1545,0,0,01/01/2011
CHOPINZINHO,410540,2011,2535,22,86.7850098619329,01/01/2011
CIANORTE,410550,2011,8611,9,10.4517477644873,01/01/2011
CIDADE GAUCHA,410560,2011,1297,0,0,01/01/2011
CLEVELANDIA,410570,2011,2241,0,0,01/01/2011
COLOMBO,410580,2011,16655,0,0,01/01/2011
COLORADO,410590,2011,3158,0,0,01/01/2011
CONGONHINHAS,410600,2011,1238,0,0,01/01/2011
CONSELHEIRO MAIRINCK,410610,2011,543,0,0,01/01/2011
CONTENDA,410620,2011,1799,0,0,01/01/2011
CORBELIA,410630,2011,2101,0,0,01/01/2011
CORNELIO PROCOPIO,410640,2011,7156,0,0,01/01/2011
CORONEL DOMINGOS SOARES,410645,2011,610,0,0,01/01/2011
CORONEL VIVIDA,410650,2011,3101,0,0,01/01/2011
CORUMBATAI DO SUL,410655,2011,635,0,0,01/01/2011
CRUZEIRO DO IGUACU,410657,2011,551,0,0,01/01/2011
CRUZEIRO DO OESTE,410660,2011,3124,0,0,01/01/2011
CRUZEIRO DO SUL,410670,2011,600,0,0,01/01/2011
CRUZ MACHADO,410680,2011,2009,1,4.97760079641613,01/01/2011
CRUZMALTINA,410685,2011,473,0,0,01/01/2011
CURITIBA,410690,2011,210832,34,1.6126584199742,01/01/2011
CURIUVA,410700,2011,1741,0,0,01/01/2011
DIAMANTE DO NORTE,410710,2011,890,0,0,01/01/2011
DIAMANTE DO SUL,410712,2011,402,0,0,01/01/2011
DIAMANTE D'OESTE,410715,2011,686,0,0,01/01/2011
DOIS VIZINHOS,410720,2011,3924,0,0,01/01/2011
DOURADINA,410725,2011,1011,0,0,01/01/2011
DOUTOR CAMARGO,410730,2011,1086,0,0,01/01/2011
ENEAS MARQUES,410740,2011,816,0,0,01/01/2011
ENGENHEIRO BELTRAO,410750,2011,1912,3,15.6903765690377,01/01/2011
ESPERANCA NOVA,410752,2011,382,0,0,01/01/2011
ENTRE RIOS DO OESTE,410753,2011,543,0,0,01/01/2011
ESPIGAO ALTO DO IGUACU,410754,2011,677,0,0,01/01/2011
FAROL,410755,2011,458,0,0,01/01/2011
FAXINAL,410760,2011,2327,0,0,01/01/2011
FAZENDA RIO GRANDE,410765,2011,5443,0,0,01/01/2011
FENIX,410770,2011,758,1,13.1926121372032,01/01/2011
FERNANDES PINHEIRO,410773,2011,611,0,0,01/01/2011
FIGUEIRA,410775,2011,1242,3,24.1545893719807,01/01/2011
FLORAI,410780,2011,947,0,0,01/01/2011
FLOR DA SERRA DO SUL,410785,2011,603,0,0,01/01/2011
FLORESTA,410790,2011,805,0,0,01/01/2011
FLORESTOPOLIS,410800,2011,1323,1,7.55857898715042,01/01/2011
FLORIDA,410810,2011,379,0,0,01/01/2011
FORMOSA DO OESTE,410820,2011,1389,0,0,01/01/2011
FOZ DO IGUACU,410830,2011,21886,142,64.8816595083615,01/01/2011
FRANCISCO ALVES,410832,2011,1144,0,0,01/01/2011
FRANCISCO BELTRAO,410840,2011,8799,0,0,01/01/2011
FOZ DO JORDAO,410845,2011,552,1,18.1159420289855,01/01/2011
GENERAL CARNEIRO,410850,2011,1286,8,62.2083981337481,01/01/2011
GODOY MOREIRA,410855,2011,586,0,0,01/01/2011
GOIOERE,410860,2011,4088,1,2.44618395303327,01/01/2011
GOIOXIM,410865,2011,715,0,0,01/01/2011
GRANDES RIOS,410870,2011,913,0,0,01/01/2011
GUAIRA,410880,2011,3890,0,0,01/01/2011
GUAIRACA,410890,2011,817,0,0,01/01/2011
GUAMIRANGA,410895,2011,859,0,0,01/01/2011
GUAPIRAMA,410900,2011,500,0,0,01/01/2011
GUAPOREMA,410910,2011,328,0,0,01/01/2011
GUARACI,410920,2011,808,1,12.3762376237624,01/01/2011
GUARANIACU,410930,2011,2046,0,0,01/01/2011
GUARAPUAVA,410940,2011,16826,40,23.7727326756211,01/01/2011
GUARAQUECABA,410950,2011,944,0,0,01/01/2011
GUARATUBA,410960,2011,3984,1,2.51004016064257,01/01/2011
HONORIO SERPA,410965,2011,607,5,82.3723228995058,01/01/2011
IBAITI,410970,2011,3746,2,5.33902829684997,01/01/2011
IBEMA,410975,2011,726,0,0,01/01/2011
IBIPORA,410980,2011,6267,6,9.57395883197702,01/01/2011
ICARAIMA,410990,2011,1452,0,0,01/01/2011
IGUARACU,411000,2011,522,0,0,01/01/2011
IGUATU,411005,2011,355,0,0,01/01/2011
IMBAU,411007,2011,1252,0,0,01/01/2011
IMBITUVA,411010,2011,2759,0,0,01/01/2011
INACIO MARTINS,411020,2011,1012,0,0,01/01/2011
INAJA,411030,2011,430,0,0,01/01/2011
INDIANOPOLIS,411040,2011,712,11,154.494382022472,01/01/2011
IPIRANGA,411050,2011,1401,0,0,01/01/2011
IPORA,411060,2011,2493,0,0,01/01/2011
IRACEMA DO OESTE,411065,2011,424,0,0,01/01/2011
IRATI,411070,2011,6837,0,0,01/01/2011
IRETAMA,411080,2011,1561,5,32.0307495195388,01/01/2011
ITAGUAJE,411090,2011,616,0,0,01/01/2011
ITAIPULANDIA,411095,2011,1099,2,18.1983621474067,01/01/2011
ITAMBARACA,411100,2011,1016,0,0,01/01/2011
ITAMBE,411110,2011,862,0,0,01/01/2011
ITAPEJARA D'OESTE,411120,2011,1514,0,0,01/01/2011
ITAPERUCU,411125,2011,1717,0,0,01/01/2011
ITAUNA DO SUL,411130,2011,558,0,0,01/01/2011
IVAI,411140,2011,1434,0,0,01/01/2011
IVAIPORA,411150,2011,4928,0,0,01/01/2011
IVATE,411155,2011,976,0,0,01/01/2011
IVATUBA,411160,2011,408,0,0,01/01/2011
JABOTI,411170,2011,700,6,85.7142857142857,01/01/2011
JACAREZINHO,411180,2011,5013,6,11.968880909635,01/01/2011
JAGUAPITA,411190,2011,1652,2,12.1065375302663,01/01/2011
JAGUARIAIVA,411200,2011,3049,0,0,01/01/2011
JANDAIA DO SUL,411210,2011,3233,0,0,01/01/2011
JANIOPOLIS,411220,2011,1088,0,0,01/01/2011
JAPIRA,411230,2011,712,1,14.0449438202247,01/01/2011
JAPURA,411240,2011,1370,0,0,01/01/2011
JARDIM ALEGRE,411250,2011,1982,0,0,01/01/2011
JARDIM OLINDA,411260,2011,176,0,0,01/01/2011
JATAIZINHO,411270,2011,1466,3,20.4638472032742,01/01/2011
JESUITAS,411275,2011,1658,0,0,01/01/2011
JOAQUIM TAVORA,411280,2011,1570,3,19.1082802547771,01/01/2011
JUNDIAI DO SUL,411290,2011,526,1,19.0114068441065,01/01/2011
JURANDA,411295,2011,974,0,0,01/01/2011
JUSSARA,411300,2011,903,9,99.6677740863787,01/01/2011
KALORE,411310,2011,883,0,0,01/01/2011
LAPA,411320,2011,5218,0,0,01/01/2011
LARANJAL,411325,2011,560,0,0,01/01/2011
LARANJEIRAS DO SUL,411330,2011,3681,1,2.71665308340125,01/01/2011
LEOPOLIS,411340,2011,648,0,0,01/01/2011
LIDIANOPOLIS,411342,2011,729,0,0,01/01/2011
LINDOESTE,411345,2011,792,0,0,01/01/2011
LOANDA,411350,2011,2779,0,0,01/01/2011
LOBATO,411360,2011,537,0,0,01/01/2011
LONDRINA,411370,2011,68523,226,32.9816266071246,01/01/2011
LUIZIANA,411373,2011,850,0,0,01/01/2011
LUNARDELLI,411375,2011,844,0,0,01/01/2011
LUPIONOPOLIS,411380,2011,738,0,0,01/01/2011
MALLET,411390,2011,1725,0,0,01/01/2011
MAMBORE,411400,2011,1805,0,0,01/01/2011
MANDAGUACU,411410,2011,2519,0,0,01/01/2011
MANDAGUARI,411420,2011,4783,1,2.09073803052478,01/01/2011
MANDIRITUBA,411430,2011,2502,0,0,01/01/2011
MANFRINOPOLIS,411435,2011,389,0,0,01/01/2011
MANGUEIRINHA,411440,2011,1757,0,0,01/01/2011
MANOEL RIBAS,411450,2011,1645,0,0,01/01/2011
MARECHAL CANDIDO RONDON,411460,2011,6328,0,0,01/01/2011
MARIA HELENA,411470,2011,924,0,0,01/01/2011
MARIALVA,411480,2011,4396,0,0,01/01/2011
MARILANDIA DO SUL,411490,2011,1180,0,0,01/01/2011
MARILENA,411500,2011,1022,0,0,01/01/2011
MARILUZ,411510,2011,1391,0,0,01/01/2011
MARINGA,411520,2011,46304,111,23.9720110573601,01/01/2011
MARIOPOLIS,411530,2011,858,0,0,01/01/2011
MARIPA,411535,2011,980,0,0,01/01/2011
MARMELEIRO,411540,2011,1878,0,0,01/01/2011
MARQUINHO,411545,2011,552,0,0,01/01/2011
MARUMBI,411550,2011,687,0,0,01/01/2011
MATELANDIA,411560,2011,1918,1,5.21376433785193,01/01/2011
MATINHOS,411570,2011,3877,0,0,01/01/2011
MATO RICO,411573,2011,472,0,0,01/01/2011
MAUA DA SERRA,411575,2011,765,0,0,01/01/2011
MEDIANEIRA,411580,2011,4625,16,34.5945945945946,01/01/2011
MERCEDES,411585,2011,767,0,0,01/01/2011
MIRADOR,411590,2011,311,0,0,01/01/2011
MIRASELVA,411600,2011,343,0,0,01/01/2011
MISSAL,411605,2011,1694,8,47.2255017709563,01/01/2011
MOREIRA SALES,411610,2011,2003,1,4.99251123315028,01/01/2011
MORRETES,411620,2011,2134,0,0,01/01/2011
MUNHOZ DE MELO,411630,2011,644,0,0,01/01/2011
NOSSA SENHORA DAS GRACAS,411640,2011,528,0,0,01/01/2011
NOVA ALIANCA DO IVAI,411650,2011,159,0,0,01/01/2011
NOVA AMERICA DA COLINA,411660,2011,453,0,0,01/01/2011
NOVA AURORA,411670,2011,1770,0,0,01/01/2011
NOVA CANTU,411680,2011,985,1,10.1522842639594,01/01/2011
NOVA ESPERANCA,411690,2011,3821,1,2.61711593823606,01/01/2011
NOVA ESPERANCA DO SUDOESTE,411695,2011,667,0,0,01/01/2011
NOVA FATIMA,411700,2011,1179,0,0,01/01/2011
NOVA LARANJEIRAS,411705,2011,1283,1,7.79423226812159,01/01/2011
NOVA LONDRINA,411710,2011,1693,0,0,01/01/2011
NOVA OLIMPIA,411720,2011,920,0,0,01/01/2011
NOVA SANTA BARBARA,411721,2011,645,0,0,01/01/2011
NOVA SANTA ROSA,411722,2011,1249,0,0,01/01/2011
NOVA PRATA DO IGUACU,411725,2011,1416,0,0,01/01/2011
NOVA TEBAS,411727,2011,1080,0,0,01/01/2011
NOVO ITACOLOMI,411729,2011,469,0,0,01/01/2011
ORTIGUEIRA,411730,2011,2934,0,0,01/01/2011
OURIZONA,411740,2011,546,0,0,01/01/2011
OURO VERDE DO OESTE,411745,2011,765,0,0,01/01/2011
PAICANDU,411750,2011,3880,0,0,01/01/2011
PALMAS,411760,2011,3445,0,0,01/01/2011
PALMEIRA,411770,2011,3586,0,0,01/01/2011
PALMITAL,411780,2011,1748,0,0,01/01/2011
PALOTINA,411790,2011,3729,0,0,01/01/2011
PARAISO DO NORTE,411800,2011,1477,0,0,01/01/2011
PARANACITY,411810,2011,1192,0,0,01/01/2011
PARANAGUA,411820,2011,13201,1,0.757518369820468,01/01/2011
PARANAPOEMA,411830,2011,291,0,0,01/01/2011
PARANAVAI,411840,2011,11515,1,0.868432479374729,01/01/2011
PATO BRAGADO,411845,2011,718,0,0,01/01/2011
PATO BRANCO,411850,2011,7836,127,162.072485962226,01/01/2011
PAULA FREITAS,411860,2011,741,8,107.962213225371,01/01/2011
PAULO FRONTIN,411870,2011,929,6,64.5855758880517,01/01/2011
PEABIRU,411880,2011,1845,1,5.42005420054201,01/01/2011
PEROBAL,411885,2011,832,0,0,01/01/2011
PEROLA,411890,2011,1732,0,0,01/01/2011
PEROLA D'OESTE,411900,2011,1052,0,0,01/01/2011
PIEN,411910,2011,1049,0,0,01/01/2011
PINHAIS,411915,2011,10439,2,1.91589232685123,01/01/2011
PINHALAO,411920,2011,878,0,0,01/01/2011
PINHAL DE SAO BENTO,411925,2011,318,0,0,01/01/2011
PINHAO,411930,2011,2685,3,11.1731843575419,01/01/2011
PIRAI DO SUL,411940,2011,2865,0,0,01/01/2011
PIRAQUARA,411950,2011,6498,0,0,01/01/2011
PITANGA,411960,2011,3782,45,118.984664198837,01/01/2011
PITANGUEIRAS,411965,2011,356,0,0,01/01/2011
PLANALTINA DO PARANA,411970,2011,601,0,0,01/01/2011
PLANALTO,411980,2011,2185,0,0,01/01/2011
PONTA GROSSA,411990,2011,34048,11,3.23073308270677,01/01/2011
PONTAL DO PARANA,411995,2011,3010,0,0,01/01/2011
PORECATU,412000,2011,2128,0,0,01/01/2011
PORTO AMAZONAS,412010,2011,514,0,0,01/01/2011
PORTO BARREIRO,412015,2011,430,0,0,01/01/2011
PORTO RICO,412020,2011,310,0,0,01/01/2011
PORTO VITORIA,412030,2011,534,7,131.086142322097,01/01/2011
PRADO FERREIRA,412033,2011,481,0,0,01/01/2011
PRANCHITA,412035,2011,863,0,0,01/01/2011
PRESIDENTE CASTELO BRANCO,412040,2011,547,0,0,01/01/2011
PRIMEIRO DE MAIO,412050,2011,1784,2,11.2107623318386,01/01/2011
PRUDENTOPOLIS,412060,2011,6019,12,19.9368665891344,01/01/2011
QUARTO CENTENARIO,412065,2011,645,3,46.5116279069768,01/01/2011
QUATIGUA,412070,2011,1083,1,9.23361034164358,01/01/2011
QUATRO BARRAS,412080,2011,1770,0,0,01/01/2011
QUATRO PONTES,412085,2011,640,0,0,01/01/2011
QUEDAS DO IGUACU,412090,2011,3340,0,0,01/01/2011
QUERENCIA DO NORTE,412100,2011,1431,0,0,01/01/2011
QUINTA DO SOL,412110,2011,739,2,27.063599458728,01/01/2011
QUITANDINHA,412120,2011,2158,0,0,01/01/2011
RAMILANDIA,412125,2011,497,0,0,01/01/2011
RANCHO ALEGRE,412130,2011,716,0,0,01/01/2011
RANCHO ALEGRE D'OESTE,412135,2011,380,0,0,01/01/2011
REALEZA,412140,2011,2309,0,0,01/01/2011
REBOUCAS,412150,2011,1742,0,0,01/01/2011
RENASCENCA,412160,2011,833,0,0,01/01/2011
RESERVA,412170,2011,2783,0,0,01/01/2011
RESERVA DO IGUACU,412175,2011,558,0,0,01/01/2011
RIBEIRAO CLARO,412180,2011,1670,5,29.940119760479,01/01/2011
RIBEIRAO DO PINHAL,412190,2011,2110,0,0,01/01/2011
RIO AZUL,412200,2011,1603,0,0,01/01/2011
RIO BOM,412210,2011,615,0,0,01/01/2011
RIO BONITO DO IGUACU,412215,2011,1314,0,0,01/01/2011
RIO BRANCO DO IVAI,412217,2011,445,0,0,01/01/2011
RIO BRANCO DO SUL,412220,2011,2587,0,0,01/01/2011
RIO NEGRO,412230,2011,3582,0,0,01/01/2011
ROLANDIA,412240,2011,7516,4,5.32197977647685,01/01/2011
RONCADOR,412250,2011,1546,2,12.9366106080207,01/01/2011
RONDON,412260,2011,1157,35,302.506482281763,01/01/2011
ROSARIO DO IVAI,412265,2011,908,1,11.0132158590308,01/01/2011
SABAUDIA,412270,2011,817,0,0,01/01/2011
SALGADO FILHO,412280,2011,621,0,0,01/01/2011
SALTO DO ITARARE,412290,2011,865,1,11.5606936416185,01/01/2011
SALTO DO LONTRA,412300,2011,1698,0,0,01/01/2011
SANTA AMELIA,412310,2011,577,0,0,01/01/2011
SANTA CECILIA DO PAVAO,412320,2011,580,0,0,01/01/2011
SANTA CRUZ DE MONTE CASTELO,412330,2011,1234,0,0,01/01/2011
SANTA FE,412340,2011,1503,0,0,01/01/2011
SANTA HELENA,412350,2011,3284,0,0,01/01/2011
SANTA INES,412360,2011,262,0,0,01/01/2011
SANTA ISABEL DO IVAI,412370,2011,1507,0,0,01/01/2011
SANTA IZABEL DO OESTE,412380,2011,1782,0,0,01/01/2011
SANTA LUCIA,412382,2011,665,0,0,01/01/2011
SANTA MARIA DO OESTE,412385,2011,1312,0,0,01/01/2011
SANTA MARIANA,412390,2011,2201,0,0,01/01/2011
SANTA MONICA,412395,2011,439,0,0,01/01/2011
SANTANA DO ITARARE,412400,2011,750,1,13.3333333333333,01/01/2011
SANTA TEREZA DO OESTE,412402,2011,1037,0,0,01/01/2011
SANTA TEREZINHA DE ITAIPU,412405,2011,2295,5,21.7864923747277,01/01/2011
SANTO ANTONIO DA PLATINA,412410,2011,5676,6,10.5708245243129,01/01/2011
SANTO ANTONIO DO CAIUA,412420,2011,415,0,0,01/01/2011
SANTO ANTONIO DO PARAISO,412430,2011,352,0,0,01/01/2011
SANTO ANTONIO DO SUDOESTE,412440,2011,2468,0,0,01/01/2011
SANTO INACIO,412450,2011,717,0,0,01/01/2011
SAO CARLOS DO IVAI,412460,2011,809,0,0,01/01/2011
SAO JERONIMO DA SERRA,412470,2011,1524,0,0,01/01/2011
SAO JOAO,412480,2011,1630,1,6.13496932515337,01/01/2011
SAO JOAO DO CAIUA,412490,2011,807,0,0,01/01/2011
SAO JOAO DO IVAI,412500,2011,1924,0,0,01/01/2011
SAO JOAO DO TRIUNFO,412510,2011,1369,0,0,01/01/2011
SAO JORGE D'OESTE,412520,2011,1318,0,0,01/01/2011
SAO JORGE DO IVAI,412530,2011,951,0,0,01/01/2011
SAO JORGE DO PATROCINIO,412535,2011,1056,0,0,01/01/2011
SAO JOSE DA BOA VISTA,412540,2011,980,0,0,01/01/2011
SAO JOSE DAS PALMEIRAS,412545,2011,550,0,0,01/01/2011
SAO JOSE DOS PINHAIS,412550,2011,21064,0,0,01/01/2011
SAO MANOEL DO PARANA,412555,2011,339,0,0,01/01/2011
SAO MATEUS DO SUL,412560,2011,4273,19,44.4652468991341,01/01/2011
SAO MIGUEL DO IGUACU,412570,2011,3111,0,0,01/01/2011
SAO PEDRO DO IGUACU,412575,2011,1012,0,0,01/01/2011
SAO PEDRO DO IVAI,412580,2011,1294,0,0,01/01/2011
SAO PEDRO DO PARANA,412590,2011,378,0,0,01/01/2011
SAO SEBASTIAO DA AMOREIRA,412600,2011,1204,0,0,01/01/2011
SAO TOME,412610,2011,673,10,148.588410104012,01/01/2011
SAPOPEMA,412620,2011,853,0,0,01/01/2011
SARANDI,412625,2011,8566,0,0,01/01/2011
SAUDADE DO IGUACU,412627,2011,602,2,33.2225913621262,01/01/2011
SENGES,412630,2011,1710,0,0,01/01/2011
SERRANOPOLIS DO IGUACU,412635,2011,813,7,86.1008610086101,01/01/2011
SERTANEJA,412640,2011,996,0,0,01/01/2011
SERTANOPOLIS,412650,2011,2257,1,4.43066016836509,01/01/2011
SIQUEIRA CAMPOS,412660,2011,2511,0,0,01/01/2011
SULINA,412665,2011,583,4,68.6106346483705,01/01/2011
TAMARANA,412667,2011,1391,2,14.3781452192667,01/01/2011
TAMBOARA,412670,2011,700,0,0,01/01/2011
TAPEJARA,412680,2011,1692,0,0,01/01/2011
TAPIRA,412690,2011,1024,0,0,01/01/2011
TEIXEIRA SOARES,412700,2011,1110,0,0,01/01/2011
TELEMACO BORBA,412710,2011,7419,0,0,01/01/2011
TERRA BOA,412720,2011,2278,0,0,01/01/2011
TERRA RICA,412730,2011,2169,0,0,01/01/2011
TERRA ROXA,412740,2011,2494,0,0,01/01/2011
TIBAGI,412750,2011,2062,0,0,01/01/2011
TIJUCAS DO SUL,412760,2011,1781,0,0,01/01/2011
TOLEDO,412770,2011,12784,0,0,01/01/2011
TOMAZINA,412780,2011,1359,1,7.35835172921266,01/01/2011
TRES BARRAS DO PARANA,412785,2011,1481,0,0,01/01/2011
TUNAS DO PARANA,412788,2011,426,0,0,01/01/2011
TUNEIRAS DO OESTE,412790,2011,1156,0,0,01/01/2011
TUPASSI,412795,2011,1323,0,0,01/01/2011
TURVO,412796,2011,1498,26,173.564753004005,01/01/2011
UBIRATA,412800,2011,3150,1,3.17460317460317,01/01/2011
UMUARAMA,412810,2011,13304,50,37.5826819001804,01/01/2011
UNIAO DA VITORIA,412820,2011,6260,79,126.198083067093,01/01/2011
UNIFLOR,412830,2011,350,0,0,01/01/2011
URAI,412840,2011,2009,0,0,01/01/2011
WENCESLAU BRAZ,412850,2011,2665,2,7.5046904315197,01/01/2011
VENTANIA,412853,2011,1006,0,0,01/01/2011
VERA CRUZ DO OESTE,412855,2011,1380,0,0,01/01/2011
VERE,412860,2011,1181,0,0,01/01/2011
ALTO PARAISO,412862,2011,426,0,0,01/01/2011
DOUTOR ULYSSES,412863,2011,609,0,0,01/01/2011
VIRMOND,412865,2011,513,2,38.9863547758285,01/01/2011
VITORINO,412870,2011,917,0,0,01/01/2011
XAMBRE,412880,2011,1095,0,0,01/01/2011
ABATIA,410010,2012,1172,0,0,01/01/2012
ADRIANOPOLIS,410020,2012,963,0,0,01/01/2012
AGUDOS DO SUL,410030,2012,1051,0,0,01/01/2012
ALMIRANTE TAMANDARE,410040,2012,8254,0,0,01/01/2012
ALTAMIRA DO PARANA,410045,2012,539,0,0,01/01/2012
ALTONIA,410050,2012,3368,0,0,01/01/2012
ALTO PARANA,410060,2012,1849,7,37.8583017847485,01/01/2012
ALTO PIQUIRI,410070,2012,1526,0,0,01/01/2012
ALVORADA DO SUL,410080,2012,1570,3,19.1082802547771,01/01/2012
AMAPORA,410090,2012,544,1,18.3823529411765,01/01/2012
AMPERE,410100,2012,2152,0,0,01/01/2012
ANAHY,410105,2012,476,0,0,01/01/2012
ANDIRA,410110,2012,3234,0,0,01/01/2012
ANGULO,410115,2012,401,0,0,01/01/2012
ANTONINA,410120,2012,2821,0,0,01/01/2012
ANTONIO OLINTO,410130,2012,1091,2,18.3318056828598,01/01/2012
APUCARANA,410140,2012,16550,0,0,01/01/2012
ARAPONGAS,410150,2012,13643,0,0,01/01/2012
ARAPOTI,410160,2012,2681,0,0,01/01/2012
ARAPUA,410165,2012,625,0,0,01/01/2012
ARARUNA,410170,2012,1881,4,21.2652844231792,01/01/2012
ARAUCARIA,410180,2012,10027,0,0,01/01/2012
ARIRANHA DO IVAI,410185,2012,424,0,0,01/01/2012
ASSAI,410190,2012,2637,0,0,01/01/2012
ASSIS CHATEAUBRIAND,410200,2012,5383,0,0,01/01/2012
ASTORGA,410210,2012,3892,0,0,01/01/2012
ATALAIA,410220,2012,663,1,15.0829562594269,01/01/2012
BALSA NOVA,410230,2012,1236,0,0,01/01/2012
BANDEIRANTES,410240,2012,4670,0,0,01/01/2012
BARBOSA FERRAZ,410250,2012,2157,1,4.63606861381549,01/01/2012
BARRACAO,410260,2012,1258,0,0,01/01/2012
BARRA DO JACARE,410270,2012,496,4,80.6451612903226,01/01/2012
BELA VISTA DA CAROBA,410275,2012,615,0,0,01/01/2012
BELA VISTA DO PARAISO,410280,2012,2570,4,15.5642023346304,01/01/2012
BITURUNA,410290,2012,1590,33,207.547169811321,01/01/2012
BOA ESPERANCA,410300,2012,704,1,14.2045454545455,01/01/2012
BOA ESPERANCA DO IGUACU,410302,2012,319,0,0,01/01/2012
BOA VENTURA DE SAO ROQUE,410304,2012,641,7,109.204368174727,01/01/2012
BOA VISTA DA APARECIDA,410305,2012,1224,0,0,01/01/2012
BOCAIUVA DO SUL,410310,2012,1255,0,0,01/01/2012
BOM JESUS DO SUL,410315,2012,661,0,0,01/01/2012
BOM SUCESSO,410320,2012,917,0,0,01/01/2012
BOM SUCESSO DO SUL,410322,2012,520,0,0,01/01/2012
BORRAZOPOLIS,410330,2012,1400,0,0,01/01/2012
BRAGANEY,410335,2012,810,0,0,01/01/2012
BRASILANDIA DO SUL,410337,2012,510,0,0,01/01/2012
CAFEARA,410340,2012,379,1,26.3852242744063,01/01/2012
CAFELANDIA,410345,2012,1405,0,0,01/01/2012
CAFEZAL DO SUL,410347,2012,741,0,0,01/01/2012
CALIFORNIA,410350,2012,1207,0,0,01/01/2012
CAMBARA,410360,2012,3698,10,27.0416441319632,01/01/2012
CAMBE,410370,2012,12609,93,73.7568403521294,01/01/2012
CAMBIRA,410380,2012,1090,0,0,01/01/2012
CAMPINA DA LAGOA,410390,2012,2294,3,13.077593722755,01/01/2012
CAMPINA DO SIMAO,410395,2012,410,0,0,01/01/2012
CAMPINA GRANDE DO SUL,410400,2012,3313,0,0,01/01/2012
CAMPO BONITO,410405,2012,550,0,0,01/01/2012
CAMPO DO TENENTE,410410,2012,689,0,0,01/01/2012
CAMPO LARGO,410420,2012,11783,0,0,01/01/2012
CAMPO MAGRO,410425,2012,2262,0,0,01/01/2012
CAMPO MOURAO,410430,2012,10808,38,35.159141376758,01/01/2012
CANDIDO DE ABREU,410440,2012,2121,0,0,01/01/2012
CANDOI,410442,2012,1445,1,6.92041522491349,01/01/2012
CANTAGALO,410445,2012,1423,3,21.0822206605762,01/01/2012
CAPANEMA,410450,2012,2879,0,0,01/01/2012
CAPITAO LEONIDAS MARQUES,410460,2012,2074,0,0,01/01/2012
CARAMBEI,410465,2012,1558,0,0,01/01/2012
CARLOPOLIS,410470,2012,1998,5,25.025025025025,01/01/2012
CASCAVEL,410480,2012,29340,0,0,01/01/2012
CASTRO,410490,2012,6930,0,0,01/01/2012
CATANDUVAS,410500,2012,1221,0,0,01/01/2012
CENTENARIO DO SUL,410510,2012,1665,3,18.018018018018,01/01/2012
CERRO AZUL,410520,2012,1983,0,0,01/01/2012
CEU AZUL,410530,2012,1598,0,0,01/01/2012
CHOPINZINHO,410540,2012,2625,33,125.714285714286,01/01/2012
CIANORTE,410550,2012,8960,68,75.8928571428571,01/01/2012
CIDADE GAUCHA,410560,2012,1340,0,0,01/01/2012
CLEVELANDIA,410570,2012,2299,2,8.69943453675511,01/01/2012
COLOMBO,410580,2012,17644,1,0.566764905917026,01/01/2012
COLORADO,410590,2012,3301,1,3.02938503483793,01/01/2012
CONGONHINHAS,410600,2012,1267,0,0,01/01/2012
CONSELHEIRO MAIRINCK,410610,2012,558,1,17.921146953405,01/01/2012
CONTENDA,410620,2012,1877,0,0,01/01/2012
CORBELIA,410630,2012,2176,0,0,01/01/2012
CORNELIO PROCOPIO,410640,2012,7438,0,0,01/01/2012
CORONEL DOMINGOS SOARES,410645,2012,628,3,47.7707006369427,01/01/2012
CORONEL VIVIDA,410650,2012,3189,11,34.4935716525557,01/01/2012
CORUMBATAI DO SUL,410655,2012,641,3,46.801872074883,01/01/2012
CRUZEIRO DO IGUACU,410657,2012,573,0,0,01/01/2012
CRUZEIRO DO OESTE,410660,2012,3196,0,0,01/01/2012
CRUZEIRO DO SUL,410670,2012,621,0,0,01/01/2012
CRUZ MACHADO,410680,2012,2060,1,4.85436893203884,01/01/2012
CRUZMALTINA,410685,2012,481,0,0,01/01/2012
