POLY_ID,MUNIC_RES,Localidade,txsuav10k,IPDM,tx_remedio10k,cob_esf,tx_apac_densito10k,tx_quedas_100k,taxa%_plano_idoso,tx%alfabet_2022
246,411750,PAICANDU,19.16247815,0.7185,67.55944716,1.0,0.4292213924,641.2285714,0.02771474878,0.7654
247,411760,PALMAS,18.37689643,0.6801,13.16521849,1.0,7.499175091,876.7428571,0.03014691853,0.7869
248,411770,PALMEIRA,25.68229262,0.7571,10.36216272,1.0,1.538935057,92.62857143,0.315727003,0.7614
249,411780,PALMITAL,27.74515612,0.6825,25.38013033,1.0,40.01371899,1199.371429,0.2796338673,0.8047
250,411790,PALOTINA,18.75848444,0.8596,59.11648068,0.6092,0.4611269944,63.18333333,0.08070484581,0.8977
251,411800,PARAISO DO NORTE,27.81001039,0.7872,62.77557731,0.8141,29.89313205,1018.442857,0.02942595273,0.6803
252,411810,PARANACITY,24.79126261,0.6967,30.54698189,1.0,0.0,1236.842857,0.7040194884,0.8532
253,411820,PARANAGUA,18.96970632,0.7177,11.69244829,0.9495,24.19127233,642.8285714,0.02028314028,0.7524
254,411830,PARANAPOEMA,25.04238314,0.697,53.40563635,1.0,49.29751048,1226.285714,0.6290322581,0.7256
255,411840,PARANAVAI,27.18494778,0.8165,57.09987778,0.9018,2.50712965,1010.571429,0.2657245941,0.8997
256,411845,PATO BRAGADO,19.94243066,0.7652,65.31166728,1.0,5.224933382,160.22,0.007077856421,0.7249
257,411850,PATO BRANCO,22.98145133,0.8292,105.6253405,0.9511,207.0849489,822.5285714,0.2495129627,0.8315
258,411860,PAULA FREITAS,29.83674832,0.7396,28.86230059,1.0,183.6691856,1176.528571,0.2202868852,0.917
259,411870,PAULO FRONTIN,26.1692142,0.7159,38.30041891,1.0,81.78735288,564.1857143,3.224313725,0.8917
260,411880,PEABIRU,29.53857492,0.7605,23.46004526,0.9334,225.2579567,1085.8,0.008881711748,0.8836
261,411885,PEROBAL,35.81616015,0.7409,24.25390372,1.0,32.3385383,476.0142857,0.020609319,0.8878
262,411890,PEROLA,37.30362802,0.7549,60.21829131,1.0,29.88775488,380.8571429,0.1283166594,0.7747
263,411900,PEROLA D'OESTE,30.48564735,0.6936,21.21340687,0.7673,21.21340687,900.3714286,0.015130674,0.7595
264,411910,PIEN,20.94584763,0.7651,16.64197213,1.0,48.31540295,315.6571429,0.0625,0.7618
265,411915,PINHAIS,19.70900837,0.7887,33.33899798,1.0,31.82499343,219.3714286,0.001627906977,0.8304
266,411920,PINHALAO,31.48335098,0.7558,48.2362317,0.9626,12.58336479,230.28,0.03317152104,0.8939
267,411925,PINHAL DE SAO BENTO,36.84202543,0.7531,63.65113759,0.8695,16.25135428,712.7714286,7.364948454,0.9002
268,411930,PINHAO,17.31013662,0.6777,24.80564648,0.682,32.60536007,974.1142857,0.0002446183953,0.727
269,411940,PIRAI DO SUL,25.60048706,0.7126,10.08452424,1.0,0.6634555418,279.85,0.008542583484,0.7321
270,411950,PIRAQUARA,21.09786648,0.6488,23.48297603,1.0,19.68774758,337.8428571,0.01229040471,0.714
271,411960,PITANGA,29.08143834,0.7667,33.47826545,1.0,121.5955868,1501.557143,0.05834378921,0.8458
272,411965,PITANGUEIRAS,26.75684547,0.7618,0.0,1.0,5.04999495,957.1,2.046511628,0.8327
273,411970,PLANALTINA DO PARANA,38.60173535,0.7167,29.54500689,0.7748,55.80723524,1255.7,0.3828425096,0.7533
274,411980,PLANALTO,31.03653085,0.7619,8.230020312,0.5112,2.626602227,793.6714286,0.005140507197,0.7609
275,411990,PONTA GROSSA,26.90276805,0.7602,26.43456436,1.0,1.812004999,105.7857143,0.001374064043,0.6989
276,411995,PONTAL DO PARANA,16.96130715,0.6175,25.01688402,1.0,68.48728705,502.9142857,0.007626971746,0.8437
277,412000,PORECATU,29.76572861,0.6546,11.14946095,1.0,6.786628403,928.1857143,4.109076743,0.9121
278,412010,PORTO AMAZONAS,19.11663427,0.7729,43.57595152,1.0,3.404371213,431,0.6831812256,0.9267
279,412015,PORTO BARREIRO,25.22413775,0.7603,47.64792515,1.0,125.6172572,512.85,0.8384353741,0.7819
280,412020,PORTO RICO,31.16928881,0.7656,0.0,0.9314,66.77999029,860.1428571,0.08920187793,0.8556
281,412030,PORTO VITORIA,23.61542193,0.761,0.0,1.0,240.8477842,1270.371429,0.006693440428,0.792
282,412033,PRADO FERREIRA,27.31214019,0.7325,81.11513624,0.6587,19.68813986,1102.571429,0.03215926493,0.7327
283,412035,PRANCHITA,31.54784676,0.7523,62.63701848,1.0,33.55554561,1218.557143,0.01237842617,0.8972
284,412040,PRESIDENTE CASTELO BRANCO,22.08634379,0.6721,70.44695886,0.9202,0.0,479.6142857,0.04234122042,0.666
285,412050,PRIMEIRO DE MAIO,26.43924607,0.6511,7.105589053,1.0,24.36201961,887.7571429,0.01652242329,0.782
286,412060,PRUDENTOPOLIS,24.08665372,0.7379,55.38711593,1.0,57.82514925,1315.457143,0.01466992665,0.798
287,412065,QUARTO CENTENARIO,23.19800984,0.7796,0.0,1.0,224.4737002,1181.428571,0.4363207547,0.8141
288,412070,QUATIGUA,31.91907865,0.7265,0.0,0.8712,34.54742868,216.8571429,0.1914626491,0.8337
289,412080,QUATRO BARRAS,19.57365014,0.839,20.8444682,1.0,75.71708534,656.6857143,0.009240924092,0.7254
290,412085,QUATRO PONTES,16.81030607,0.8156,81.37169427,1.0,0.0,219.5833333,0.08555555556,0.7902
291,412090,QUEDAS DO IGUACU,24.54012015,0.7075,24.22719276,1.0,0.502638854,48.46666667,0.08617731173,0.871
292,412100,QUERENCIA DO NORTE,30.18864649,0.6925,15.64548184,1.0,8.879868071,916.3285714,0.1748184019,0.966
293,412110,QUINTA DO SOL,33.01376864,0.7134,27.54704187,1.0,259.9310618,1165.2,0.3752834467,0.737
294,412120,QUITANDINHA,17.16340433,0.6929,16.42944849,1.0,8.647078152,141.55,0.02392183288,0.6429
295,412125,RAMILANDIA,21.46966872,0.6061,0.0,1.0,71.46618521,634.4142857,0.1376281113,0.6083
296,412130,RANCHO ALEGRE,25.90391306,0.7054,0.0,0.8271,0.0,1025.814286,0.06830907055,0.8193
297,412135,RANCHO ALEGRE D'OESTE,22.7255001,0.7237,0.0,1.0,335.7991045,474.5285714,0.01335877863,0.587
298,412140,REALEZA,28.31162323,0.7812,20.74261737,1.0,18.20916792,1005.814286,0.0217791411,0.7446
299,412150,REBOUCAS,28.57134361,0.725,123.4487121,1.0,1.090536326,506.3571429,0.01706484642,0.7163
300,412160,RENASCENCA,30.06552894,0.7761,45.83463757,0.8729,230.2911058,941.8,0.2150910668,0.8064
301,412170,RESERVA,22.1835362,0.6661,6.345487382,0.7932,0.0,552.0571429,0.01603498542,0.8422
302,412175,RESERVA DO IGUACU,14.74462958,0.6805,37.52966499,1.0,71.74788896,410.7333333,0.06262833676,0.7737
303,412180,RIBEIRAO CLARO,31.97382762,0.7428,13.71111487,1.0,38.71373612,439.8571429,0.0456950457,0.6708
304,412190,RIBEIRAO DO PINHAL,24.66845141,0.6811,11.07759027,1.0,4.7138682,1305.357143,0.006691449814,0.6637
305,412200,RIO AZUL,28.074615,0.6994,39.76714659,1.0,0.0,328.0142857,0.06813909774,0.8343
306,412210,RIO BOM,30.08039639,0.7243,9.829619921,1.0,0.0,804.8428571,0.2580645161,0.674
307,412215,RIO BONITO DO IGUACU,20.17687456,0.6822,7.152052639,0.8637,25.03218424,283.1142857,0.01788908766,0.9139
308,412217,RIO BRANCO DO IVAI,30.01673914,0.6511,0.0,1.0,0.0,529.04,0.05687203791,0.7199
309,412220,RIO BRANCO DO SUL,19.94432719,0.6681,23.50436826,0.787,41.39134034,263.3428571,0.002610966057,0.7606
310,412230,RIO NEGRO,20.10200198,0.7911,15.98903609,1.0,10.42763223,79.96666667,0.0001910584639,0.5321
311,412240,ROLANDIA,27.03040347,0.7983,17.90119106,1.0,14.3303498,1186.071429,0.02416591524,0.6943
312,412250,RONCADOR,33.9426004,0.7192,18.61783422,1.0,86.14221802,928.6857143,0.3293718166,0.9258
313,412260,RONDON,27.10454943,0.7445,303.8322062,1.0,405.1096083,584.9333333,1.655478151,0.8166
314,412265,ROSARIO DO IVAI,33.50820743,0.7258,40.89121887,1.0,0.0,455.6714286,0.075,0.6177
315,412270,SABAUDIA,29.31877555,0.8169,0.0,1.0,4.216562658,874.6142857,0.1076672104,0.7374
316,412280,SALGADO FILHO,25.64564429,0.7523,38.24463603,0.946,84.2678421,751.3857143,0.0157480315,0.6098
317,412290,SALTO DO ITARARE,30.22714986,0.7458,0.0,1.0,25.17047275,236.3166667,0.06751824818,0.7929
318,412300,SALTO DO LONTRA,28.62226265,0.7544,16.48694412,1.0,11.13982711,889.8,0.00390625,0.7567
319,412310,SANTA AMELIA,24.48259984,0.6393,55.86592179,1.0,0.0,1172.557143,0.0243902439,0.688
320,412320,SANTA CECILIA DO PAVAO,16.56986536,0.6506,34.72222222,1.0,7.30994152,1192.785714,0.1058823529,0.7995
321,412330,SANTA CRUZ DE MONTE CASTELO,31.31638346,0.6753,64.71011177,0.9012,6.536374926,1064.914286,0.04557124519,0.7864
322,412340,SANTA FE,29.85890686,0.7785,177.9557078,1.0,0.0,839.9142857,0.0233686067,0.6412
323,412350,SANTA HELENA,16.82560159,0.7776,51.88562469,1.0,0.0,187.075,0.02198665096,0.7142
324,412360,SANTA INES,21.87215983,0.6962,100.8912056,1.0,0.0,955.4428571,1.407407407,0.7945
325,412370,SANTA ISABEL DO IVAI,31.46527207,0.6842,39.75983989,1.0,42.69513009,1008.042857,0.1494736842,0.8413
326,412380,SANTA IZABEL DO OESTE,28.45955102,0.7679,10.01301692,1.0,22.02863723,695.6142857,0.01957773512,0.7811
327,412382,SANTA LUCIA,22.48526462,0.7082,104.1209308,1.0,3.136172615,182.2333333,0.1800766284,0.7812
328,412385,SANTA MARIA DO OESTE,26.47409389,0.6219,17.33740762,1.0,1.625381965,434.3857143,0.1191744341,0.8175
329,412390,SANTA MARIANA,23.00369974,0.7045,29.90916476,1.0,0.9231223691,819.9428571,0.007723427731,0.8278
330,412395,SANTA MONICA,29.61263183,0.6234,54.1651102,1.0,102.7269331,775.6142857,0.02893309222,0.6994
331,412400,SANTANA DO ITARARE,23.63537663,0.7204,24.67646414,1.0,10.96731739,321.05,0.2445414847,0.7301
332,412402,SANTA TEREZA DO OESTE,21.13109757,0.7572,134.3339587,0.8362,5.628517824,106.95,0.02058823529,0.6628
333,412405,SANTA TEREZINHA DE ITAIPU,25.09718484,0.7086,86.97947601,1.0,6.599353263,319.8285714,0.03216444982,0.7557
334,412410,SANTO ANTONIO DA PLATINA,27.65807136,0.6661,8.634401272,1.0,33.75856137,194.3428571,0.0419924338,0.8156
335,412420,SANTO ANTONIO DO CAIUA,26.60916988,0.6876,32.43944637,1.0,62.47597078,798.6,0.04725897921,0.6829
336,412430,SANTO ANTONIO DO PARAISO,14.65386465,0.6445,0.0,0.8048,0.0,1033.342857,1.85193133,0.7879
337,412440,SANTO ANTONIO DO SUDOESTE,25.77459523,0.7633,14.82742928,1.0,30.8293084,812.4857143,0.004246885617,0.6455
338,412450,SANTO INACIO,23.34822563,0.8075,28.24705307,1.0,0.0,1116.771429,0.01159114858,0.6848
339,412460,SAO CARLOS DO IVAI,26.3355148,0.7638,59.16351886,1.0,22.75519956,1139.571429,0.1014873141,0.7444
340,412470,SAO JERONIMO DA SERRA,17.50016228,0.5901,0.0,1.0,1.338867318,895.1428571,0.05522788204,0.8054
341,412480,SAO JOAO,23.37828798,0.7928,29.10707737,1.0,11.45947928,678.6714286,0.05548037889,0.7377
342,412490,SAO JOAO DO CAIUA,26.86773025,0.717,49.63965289,0.9247,31.86743149,992.1857143,0.0726744186,0.634
343,412500,SAO JOAO DO IVAI,34.22863062,0.7521,18.33277141,1.0,0.0,639.9571429,0.08336877924,0.8341
344,412510,SAO JOAO DO TRIUNFO,22.61090768,0.6787,15.49291946,1.0,1.359028023,121.8428571,0.04008438819,0.636
345,412520,SAO JORGE D'OESTE,28.24410953,0.7952,27.30905223,1.0,5.749274154,839.7,0.09060213844,0.6936
346,412530,SAO JORGE DO IVAI,26.26282796,0.7901,126.3494602,1.0,1.99920032,575.2857143,0.03813229572,0.7937
347,412535,SAO JORGE DO PATROCINIO,34.25177479,0.7043,19.34770591,0.959,64.49235305,451.3571429,0.0700729927,0.782
348,412540,SAO JOSE DA BOA VISTA,19.69796835,0.713,0.0,0.6046,12.46312991,385.175,0.317235637,0.7129
349,412545,SAO JOSE DAS PALMEIRAS,19.19170285,0.7147,7.870297497,1.0,0.0,131.6,0.01771336554,0.8088
350,412550,SAO JOSE DOS PINHAIS,19.7912031,0.7943,54.22536663,0.5222,81.44114,459.6571429,0.0004943289485,0.8099
351,412555,SAO MANOEL DO PARANA,28.01978549,0.7973,105.7240496,1.0,491.2430585,557.6,0.03099173554,0.6643
352,412560,SAO MATEUS DO SUL,27.63246749,0.7702,16.52602849,0.5948,266.2526813,883.5571429,1.235773657,0.8894
353,412570,SAO MIGUEL DO IGUACU,24.652861,0.7758,172.8543514,0.9552,84.81673144,195.8857143,0.001008674602,0.654
354,412575,SAO PEDRO DO IGUACU,16.87304976,0.6907,56.68844973,1.0,1.968348949,113.7333333,0.5911251981,0.8855
355,412580,SAO PEDRO DO IVAI,34.99049958,0.7099,5.582849486,1.0,0.0,705.0857143,0.2189859763,0.8221
356,412590,SAO PEDRO DO PARANA,32.42220723,0.6796,84.26064627,1.0,139.0969399,1227.871429,0.2760084926,0.7683
357,412600,SAO SEBASTIAO DA AMOREIRA,18.60367687,0.6536,20.81456398,1.0,3.106651341,968.6428571,0.1332127788,0.7167
358,412610,SAO TOME,28.66809798,0.7532,129.2705448,0.5133,619.1950464,597.15,0.03870292887,0.7378
359,412620,SAPOPEMA,23.42468968,0.6973,0.0,1.0,2.42341993,835,0.1614481409,0.6776
360,412625,SARANDI,27.48634466,0.7192,40.85438275,0.7693,0.3868786246,705.1571429,0.004465919906,0.7668
361,412627,SAUDADE DO IGUACU,19.12066201,0.8061,51.08200984,1.0,89.16132627,878.4571429,0.02459893048,0.6949
362,412630,SENGES,19.52611982,0.7538,0.0,1.0,0.0,167.3833333,0.8262531861,0.7912
363,412635,SERRANOPOLIS DO IGUACU,23.51242455,0.6954,36.61815148,1.0,162.2323167,862.7,0.009099181074,0.7593
364,412640,SERTANEJA,25.40723645,0.7847,13.08112916,0.9974,0.0,1322.266667,0.04368174727,0.7694
365,412650,SERTANOPOLIS,19.56084828,0.7541,17.14990944,1.0,24.04192912,1045.7,0.02352212937,0.8936
366,412660,SIQUEIRA CAMPOS,30.06147108,0.783,2.17817469,0.9436,11.61693168,237.6142857,0.04353932584,0.7903
367,412665,SULINA,20.24981328,0.754,17.92243172,1.0,43.01383612,652.9,1.223512337,0.8189
368,412667,TAMARANA,18.47074559,0.6599,40.84947216,1.0,30.7601447,689.2285714,0.08610201217,0.7832
369,412670,TAMBOARA,26.95495673,0.7669,58.26814135,1.0,21.58079309,943.8714286,0.007291666667,0.8585
370,412680,TAPEJARA,31.34202319,0.7511,49.20829324,1.0,238.3868428,449.45,0.03901006711,0.6804
371,412690,TAPIRA,36.11599009,0.7206,17.66217084,0.7521,62.08520659,532.5428571,0.03879310345,0.7481
372,412700,TEIXEIRA SOARES,25.45280548,0.7171,63.24472961,1.0,1.527650474,484.0857143,0.1031518625,0.7416
373,412710,TELEMACO BORBA,23.75664817,0.7806,28.10935319,1.0,2.44004802,878.6,0.003206337231,0.6592
374,412720,TERRA BOA,29.11321236,0.7734,32.15758902,1.0,487.4147656,1039.728571,0.0251223491,0.8509
375,412730,TERRA RICA,34.03995753,0.7462,35.91685781,1.0,53.34186803,1050.5,0.2646143203,0.8288
376,412740,TERRA ROXA,29.78936163,0.7774,64.53195175,1.0,0.0,165.7333333,0.09166915497,0.7214
377,412750,TIBAGI,26.88578834,0.7111,14.1144554,0.749,10.08175386,366.2,0.1011035956,0.7771
378,412760,TIJUCAS DO SUL,20.39064664,0.6606,62.32701179,1.0,27.67811379,203.2,0.1106719368,0.7878
379,412770,TOLEDO,18.96255276,0.8618,95.76760862,1.0,1.003590344,38.28333333,0.007857176066,0.7672
380,412780,TOMAZINA,28.80857432,0.7154,22.54718804,1.0,24.15770148,202.95,0.06119791667,0.8266
381,412785,TRES BARRAS DO PARANA,23.16936352,0.745,23.71551636,1.0,0.0,154.7,3.537456008,0.8551
382,412788,TUNAS DO PARANA,24.46395749,0.6271,24.75982965,0.8618,4.95196593,324.1142857,0.1443089431,0.747
383,412790,TUNEIRAS DO OESTE,32.52255918,0.6906,0.0,1.0,175.1964324,595.86,0.04268719384,0.7165
384,412795,TUPASSI,19.52472647,0.7644,49.40384191,1.0,0.0,158.8666667,0.007559395248,0.5231
385,412796,TURVO,24.94537466,0.7353,22.51669341,0.8459,102.2309643,1435.457143,0.0204813108,0.655
386,412800,UBIRATA,24.49647403,0.8271,7.920261247,0.8813,51.17707267,1078.642857,0.06835983859,0.7698
387,412810,UMUARAMA,36.18240912,0.7867,88.15084969,1.0,161.0149763,587.3,0.00162601626,0.7186
388,412820,UNIAO DA VITORIA,27.75631521,0.7771,144.5485456,1.0,120.6495448,1062.2,0.1286809646,0.7866
389,412830,UNIFLOR,24.0620824,0.6946,129.2758266,1.0,5.720169317,684.0142857,6.135321101,0.8367
390,412840,URAI,23.25677519,0.6996,10.46044999,1.0,0.950949999,1237.514286,0.3668040465,0.9113
391,412850,WENCESLAU BRAZ,23.25152516,0.7715,41.61027443,1.0,26.63633484,255.6,0.01105128932,0.7492
392,412853,VENTANIA,26.87663834,0.6579,46.1054052,1.0,3.748406927,479.2166667,0.292789512,0.7596
393,412855,VERA CRUZ DO OESTE,16.70865217,0.7466,20.13751043,1.0,5.753574408,82.83333333,0.01370645346,0.6258
394,412860,VERE,29.53056149,0.7779,11.58556769,1.0,24.82621648,1006.528571,0.1059210526,0.7255
395,412862,ALTO PARAISO,34.95915562,0.7407,0.0,1.0,119.8561726,585.3571429,0.09362549801,0.808
396,412863,DOUTOR ULYSSES,25.65710258,0.484,0.0,1.0,6.581112208,290.9666667,0.007843137255,0.8215
397,412865,VIRMOND,26.00250235,0.748,31.43081649,1.0,32.14515323,301.6,0.2408963585,0.8462
398,412870,VITORINO,23.50404235,0.7363,54.05175349,1.0,34.04834866,687.7,0.131840796,0.7825
399,412880,XAMBRE,35.6764552,0.6484,36.23621232,1.0,65.70302234,559.4571429,0.02180936995,0.7524
